crime_type,location,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury
Arson,Electronic City,Male,65,Other,48,Fire,Fatal
Vandalism,Banashankari,Female,69,Male,67,Blunt Object,Minor
Arson,Hebbal,Other,46,Male,62,Fire,Fatal
Arson,Whitefield,Other,43,Male,59,Fire,Fatal
Robbery,Jayanagar,Female,47,Female,22,Blunt Object,Minor
Arson,Koramangala,Female,46,Male,62,Fire,None
Assault,Electronic City,Female,65,Other,70,Gun,None
Assault,Indiranagar,Other,18,Female,33,Gun,None
Robbery,Banashankari,Female,56,Male,41,Gun,Fatal
Embezzlement,Whitefield,Male,66,Female,53,None,Minor
Kidnapping,Hebbal,Other,52,Female,22,Gun,None
Assault,Banashankari,Female,51,Male,21,Fists,Fatal
Vandalism,Kamakshipalya,Other,27,Other,67,None,None
Kidnapping,Kamakshipalya,Other,51,Female,31,Gun,None
Fraud,Indiranagar,Other,65,Other,18,None,Minor
Arson,Kamakshipalya,Other,32,Female,62,None,Minor
Theft,Whitefield,Female,38,Other,58,Knife,Minor
Arson,Jayanagar,Female,60,Male,41,Fire,Fatal
Vandalism,Whitefield,Male,21,Other,32,Blunt Object,None
Fraud,Banashankari,Female,50,Other,39,None,None
Assault,Indiranagar,Male,67,Other,53,Fists,Fatal
Vandalism,Malleswaram,Other,56,Other,22,None,Fatal
Vandalism,Yelahanka,Other,37,Other,29,None,None
Theft,Whitefield,Other,68,Female,60,Knife,Fatal
Robbery,Banashankari,Other,42,Female,63,Knife,None
Assault,Hebbal,Other,43,Other,67,Fists,Minor
Fraud,Yelahanka,Female,32,Other,26,None,Minor
Burglary,Jayanagar,Other,42,Other,43,Gun,None
Assault,Banashankari,Female,40,Other,26,Gun,Minor
Fraud,Kamakshipalya,Female,28,Female,48,None,None
Vandalism,Koramangala,Male,28,Female,24,Blunt Object,Minor
Kidnapping,Electronic City,Other,21,Other,31,Gun,Fatal
Embezzlement,Indiranagar,Female,28,Male,46,None,Minor
Homicide,Hebbal,Female,21,Male,68,Knife,None
Kidnapping,Banashankari,Male,36,Female,28,None,Minor
Homicide,Jayanagar,Female,18,Male,54,Gun,None
Assault,Yelahanka,Male,61,Female,28,Fists,Minor
Kidnapping,Electronic City,Female,58,Other,70,Knife,Fatal
Arson,Yelahanka,Male,39,Male,50,Fire,Minor
Homicide,Yelahanka,Male,65,Male,67,Blunt Object,Fatal
Arson,Electronic City,Female,21,Female,46,None,Fatal
Theft,Malleswaram,Male,34,Male,19,Knife,Minor
Kidnapping,Banashankari,Male,31,Male,39,Gun,None
Burglary,Jayanagar,Male,34,Other,41,Gun,Minor
Arson,Whitefield,Male,45,Female,23,None,Fatal
Fraud,Koramangala,Other,70,Female,55,None,None
Kidnapping,Banashankari,Female,53,Male,31,Gun,Fatal
Arson,Yelahanka,Female,63,Other,64,Fire,Minor
Assault,Indiranagar,Female,60,Male,60,Gun,Fatal
Burglary,Malleswaram,Other,42,Male,43,Knife,Minor
Theft,Yelahanka,Other,25,Female,32,None,Minor
Arson,Indiranagar,Male,58,Other,29,None,None
Homicide,Jayanagar,Other,44,Female,59,Knife,None
Kidnapping,Electronic City,Male,60,Male,25,Gun,None
Embezzlement,Whitefield,Other,49,Other,18,None,Minor
Assault,Yelahanka,Male,53,Other,46,Fists,Minor
Theft,Jayanagar,Female,20,Male,48,Gun,Minor
Homicide,Koramangala,Male,42,Other,35,Gun,None
Arson,Malleswaram,Male,53,Male,40,Fire,Minor
Assault,Banashankari,Other,40,Female,67,Knife,None
Assault,Hebbal,Male,27,Other,69,Gun,Minor
Homicide,Hebbal,Female,62,Male,21,Gun,Fatal
Embezzlement,Malleswaram,Female,68,Male,50,None,Minor
Theft,Koramangala,Male,43,Male,70,Gun,None
Fraud,Koramangala,Female,43,Male,62,None,Fatal
Assault,Electronic City,Female,26,Other,45,Gun,Fatal
Embezzlement,Malleswaram,Other,54,Other,48,None,None
Homicide,Malleswaram,Female,37,Female,36,Blunt Object,None
Vandalism,Yelahanka,Other,19,Male,30,Blunt Object,Fatal
Arson,Yelahanka,Other,67,Female,20,Fire,None
Burglary,Malleswaram,Male,49,Male,53,Knife,Minor
Vandalism,Jayanagar,Other,54,Female,20,None,Minor
Embezzlement,Jayanagar,Female,24,Male,52,None,Fatal
Homicide,Yelahanka,Other,34,Female,61,Gun,Fatal
Homicide,Kamakshipalya,Male,58,Female,29,Gun,Minor
Burglary,Kamakshipalya,Female,57,Male,45,Knife,Fatal
Vandalism,Jayanagar,Other,68,Female,67,Blunt Object,Fatal
Embezzlement,Malleswaram,Other,62,Male,67,None,None
Kidnapping,Hebbal,Male,53,Female,47,None,Minor
Homicide,Kamakshipalya,Female,64,Other,46,Knife,Minor
Arson,Jayanagar,Male,59,Male,47,Fire,Fatal
Homicide,Hebbal,Male,30,Male,65,Knife,None
Burglary,Electronic City,Other,26,Male,52,None,None
Theft,Whitefield,Other,62,Male,46,None,None
Homicide,Jayanagar,Other,20,Other,45,Gun,Fatal
Kidnapping,Indiranagar,Female,50,Male,37,Gun,None
Embezzlement,Banashankari,Other,58,Male,31,None,Fatal
Burglary,Kamakshipalya,Other,24,Male,45,Gun,None
Fraud,Whitefield,Female,21,Other,49,None,None
Embezzlement,Whitefield,Other,31,Other,26,None,Fatal
Embezzlement,Koramangala,Other,24,Male,32,None,Minor
Vandalism,Koramangala,Male,45,Male,24,None,None
Assault,Banashankari,Male,55,Male,48,Fists,Minor
Fraud,Whitefield,Other,31,Female,43,None,Minor
Robbery,Whitefield,Female,37,Female,26,Gun,None
Robbery,Electronic City,Other,48,Other,29,Knife,Minor
Robbery,Jayanagar,Female,35,Female,19,Blunt Object,Fatal
Robbery,Yelahanka,Other,38,Female,33,Blunt Object,Minor
Fraud,Electronic City,Female,51,Male,55,None,Fatal
Fraud,Indiranagar,Other,23,Male,49,None,None
Homicide,Yelahanka,Male,66,Male,26,Blunt Object,Fatal
Arson,Jayanagar,Other,56,Female,47,None,Minor
Vandalism,Electronic City,Other,60,Female,35,None,Minor
Fraud,Jayanagar,Male,43,Male,62,None,Minor
Fraud,Banashankari,Other,70,Female,37,None,None
Homicide,Jayanagar,Male,49,Female,43,Blunt Object,Minor
Homicide,Indiranagar,Other,42,Female,34,Gun,Fatal
Theft,Malleswaram,Other,60,Other,37,Gun,Minor
Vandalism,Kamakshipalya,Male,65,Male,36,None,Fatal
Arson,Indiranagar,Other,57,Female,34,None,Fatal
Embezzlement,Yelahanka,Other,50,Other,43,None,Fatal
Assault,Electronic City,Male,62,Other,41,Knife,None
Kidnapping,Whitefield,Female,68,Male,63,Knife,None
Kidnapping,Yelahanka,Female,68,Other,44,Gun,Fatal
Homicide,Banashankari,Other,50,Other,58,Knife,Minor
Kidnapping,Electronic City,Female,50,Male,42,Knife,Fatal
Embezzlement,Yelahanka,Male,52,Female,61,None,Fatal
Vandalism,Koramangala,Male,43,Male,50,Spray Paint,Minor
Fraud,Jayanagar,Male,53,Other,48,None,None
Arson,Indiranagar,Male,39,Male,42,None,Minor
Assault,Electronic City,Male,53,Male,22,Fists,Fatal
Fraud,Koramangala,Female,20,Male,22,None,None
Robbery,Hebbal,Male,57,Other,61,Gun,Minor
Embezzlement,Whitefield,Female,41,Female,67,None,None
Robbery,Whitefield,Female,70,Male,24,Blunt Object,None
Vandalism,Hebbal,Female,62,Other,46,Spray Paint,Fatal
Homicide,Banashankari,Female,38,Female,28,Blunt Object,Minor
Homicide,Whitefield,Female,60,Other,45,Blunt Object,Fatal
Kidnapping,Kamakshipalya,Female,33,Male,43,Gun,None
Robbery,Koramangala,Female,60,Female,67,Blunt Object,Fatal
Robbery,Koramangala,Female,44,Male,51,Blunt Object,None
Theft,Indiranagar,Other,63,Male,62,Gun,Minor
Burglary,Indiranagar,Other,18,Female,70,Knife,Minor
Embezzlement,Jayanagar,Other,35,Other,29,None,Minor
Vandalism,Jayanagar,Female,60,Female,65,Blunt Object,None
Vandalism,Hebbal,Female,38,Other,21,None,None
Arson,Indiranagar,Other,35,Female,30,None,Minor
Robbery,Yelahanka,Male,69,Female,29,Gun,Fatal
Kidnapping,Electronic City,Female,28,Male,59,None,None
Theft,Jayanagar,Female,50,Other,27,None,Fatal
Fraud,Jayanagar,Other,42,Female,21,None,None
Homicide,Electronic City,Other,58,Male,50,Knife,Minor
Arson,Kamakshipalya,Male,68,Other,18,Fire,Minor
Fraud,Jayanagar,Other,55,Male,18,None,Fatal
Embezzlement,Hebbal,Other,68,Female,19,None,Fatal
Robbery,Whitefield,Other,18,Female,70,Gun,None
Embezzlement,Kamakshipalya,Male,18,Male,43,None,Minor
Arson,Hebbal,Male,25,Other,18,Fire,Minor
Assault,Indiranagar,Female,19,Male,39,Fists,Fatal
Burglary,Electronic City,Other,49,Female,37,Gun,None
Homicide,Malleswaram,Other,26,Other,61,Gun,Minor
Fraud,Electronic City,Other,27,Male,55,None,Fatal
Arson,Yelahanka,Other,43,Other,43,Fire,Minor
Robbery,Yelahanka,Male,36,Female,22,Knife,Fatal
Burglary,Banashankari,Male,66,Male,53,Knife,Minor
Theft,Indiranagar,Other,43,Other,24,Gun,None
Theft,Hebbal,Other,30,Female,23,Gun,None
Arson,Yelahanka,Female,39,Female,26,Fire,Fatal
Fraud,Kamakshipalya,Male,42,Female,43,None,Minor
Kidnapping,Koramangala,Other,49,Female,48,None,Fatal
Vandalism,Jayanagar,Other,23,Male,36,Blunt Object,Minor
Vandalism,Hebbal,Male,28,Other,60,Blunt Object,Fatal
Vandalism,Whitefield,Female,54,Other,55,None,None
Assault,Kamakshipalya,Male,56,Female,33,Gun,None
Fraud,Malleswaram,Male,63,Other,23,None,Fatal
Robbery,Whitefield,Male,44,Other,47,Knife,Minor
Assault,Hebbal,Other,45,Female,18,Gun,None
Fraud,Whitefield,Other,40,Female,58,None,Fatal
Fraud,Jayanagar,Other,24,Male,19,None,None
Assault,Hebbal,Male,61,Other,31,Fists,Fatal
Arson,Whitefield,Other,25,Other,62,Fire,Minor
Burglary,Electronic City,Other,48,Female,46,Gun,None
Vandalism,Banashankari,Other,60,Female,58,Blunt Object,Minor
Embezzlement,Koramangala,Male,34,Male,24,None,Minor
Burglary,Hebbal,Other,27,Male,35,Gun,None
Burglary,Yelahanka,Other,19,Male,61,None,None
Arson,Jayanagar,Male,65,Female,22,Fire,None
Assault,Yelahanka,Female,66,Male,40,Fists,Minor
Embezzlement,Jayanagar,Other,38,Other,47,None,None
Homicide,Koramangala,Male,36,Female,63,Knife,Minor
Fraud,Koramangala,Other,38,Other,69,None,Minor
Embezzlement,Banashankari,Other,61,Other,59,None,Minor
Homicide,Electronic City,Male,59,Male,61,Gun,Fatal
Kidnapping,Yelahanka,Other,30,Other,24,Gun,Minor
Vandalism,Jayanagar,Female,61,Male,57,None,Minor
Kidnapping,Hebbal,Other,70,Male,23,Knife,Fatal
Vandalism,Kamakshipalya,Male,26,Male,27,Spray Paint,Fatal
Arson,Kamakshipalya,Other,29,Male,22,Fire,Minor
Vandalism,Whitefield,Female,68,Other,45,Blunt Object,Fatal
Theft,Banashankari,Other,64,Female,25,None,Minor
Homicide,Electronic City,Other,49,Other,55,Knife,None
Assault,Electronic City,Male,35,Other,53,Gun,None
Homicide,Electronic City,Female,33,Other,50,Knife,None
Arson,Yelahanka,Female,36,Female,52,Fire,None
Fraud,Kamakshipalya,Other,64,Female,55,None,None
Robbery,Indiranagar,Other,62,Male,63,Gun,None
Theft,Indiranagar,Other,65,Other,35,None,None
Burglary,Banashankari,Male,40,Male,38,None,Minor
Homicide,Jayanagar,Other,39,Other,48,Blunt Object,Fatal
Arson,Yelahanka,Male,47,Male,63,None,Minor
Arson,Yelahanka,Other,20,Female,53,None,Minor
Kidnapping,Hebbal,Other,58,Female,23,Knife,None
Arson,Banashankari,Other,32,Male,42,Fire,Minor
Arson,Malleswaram,Female,48,Male,55,Fire,Minor
Embezzlement,Yelahanka,Female,61,Other,31,None,Minor
Burglary,Indiranagar,Male,27,Female,43,Knife,Fatal
Vandalism,Kamakshipalya,Female,36,Female,66,Spray Paint,Fatal
Robbery,Banashankari,Other,39,Female,51,Gun,None
Fraud,Koramangala,Male,25,Male,57,None,Fatal
Arson,Indiranagar,Female,27,Other,67,Fire,Fatal
Vandalism,Whitefield,Other,41,Other,19,Spray Paint,Fatal
Fraud,Whitefield,Male,35,Other,21,None,Minor
Kidnapping,Malleswaram,Female,50,Other,69,None,None
Homicide,Electronic City,Male,64,Male,21,Blunt Object,Minor
Robbery,Kamakshipalya,Male,19,Female,60,Blunt Object,Minor
Embezzlement,Malleswaram,Other,44,Female,62,None,None
Embezzlement,Yelahanka,Female,57,Male,46,None,Minor
Burglary,Indiranagar,Female,22,Other,46,Gun,Fatal
Embezzlement,Koramangala,Female,64,Female,31,None,None
Embezzlement,Koramangala,Female,58,Other,20,None,Fatal
Fraud,Koramangala,Male,27,Male,62,None,None
Arson,Indiranagar,Male,25,Other,67,Fire,Fatal
Robbery,Jayanagar,Male,58,Other,46,Knife,None
Robbery,Malleswaram,Female,38,Female,26,Knife,None
Robbery,Kamakshipalya,Male,54,Female,27,Gun,None
Robbery,Electronic City,Other,66,Female,32,Gun,Fatal
Robbery,Hebbal,Other,46,Female,42,Gun,Minor
Embezzlement,Hebbal,Other,49,Male,45,None,None
Embezzlement,Koramangala,Other,40,Female,22,None,Fatal
Theft,Indiranagar,Male,54,Female,28,None,None
Theft,Yelahanka,Other,33,Other,61,None,None
Robbery,Electronic City,Other,49,Male,64,Blunt Object,None
Kidnapping,Jayanagar,Other,37,Female,45,Gun,Fatal
Burglary,Koramangala,Other,20,Male,55,Knife,Fatal
Arson,Yelahanka,Male,42,Male,32,Fire,Fatal
Theft,Electronic City,Other,67,Other,55,None,Minor
Robbery,Yelahanka,Female,40,Male,23,Knife,None
Kidnapping,Whitefield,Other,47,Female,21,Gun,Fatal
Homicide,Yelahanka,Female,41,Female,57,Knife,Minor
Assault,Jayanagar,Male,61,Other,63,Knife,Fatal
Vandalism,Banashankari,Female,57,Other,39,Blunt Object,Minor
Burglary,Malleswaram,Male,48,Male,54,None,None
Robbery,Indiranagar,Other,44,Male,18,Blunt Object,Minor
Embezzlement,Koramangala,Other,25,Male,35,None,Fatal
Kidnapping,Hebbal,Male,34,Female,45,None,Minor
Embezzlement,Banashankari,Female,51,Other,56,None,Minor
Theft,Malleswaram,Female,50,Male,69,None,Fatal
Arson,Yelahanka,Male,53,Other,45,Fire,Fatal
Fraud,Whitefield,Male,61,Female,20,None,Minor
Theft,Banashankari,Male,67,Male,24,None,Fatal
Arson,Yelahanka,Female,20,Male,47,Fire,Minor
Theft,Koramangala,Male,37,Male,43,None,Fatal
Robbery,Malleswaram,Other,50,Other,20,Gun,None
Homicide,Whitefield,Other,37,Male,66,Knife,None
Homicide,Jayanagar,Other,58,Female,67,Blunt Object,None
Fraud,Whitefield,Male,23,Male,60,None,None
Embezzlement,Kamakshipalya,Male,39,Other,34,None,None
Kidnapping,Hebbal,Other,18,Other,24,Gun,Minor
Robbery,Koramangala,Other,52,Other,24,Blunt Object,None
Fraud,Hebbal,Other,40,Male,59,None,None
Arson,Malleswaram,Other,33,Male,70,Fire,None
Theft,Indiranagar,Female,55,Male,26,Knife,None
Homicide,Whitefield,Male,62,Male,62,Blunt Object,Minor
Theft,Indiranagar,Other,69,Female,20,None,Fatal
Burglary,Banashankari,Female,57,Other,40,None,Minor
Theft,Yelahanka,Other,28,Other,41,Knife,Minor
Embezzlement,Indiranagar,Female,28,Other,31,None,Minor
Burglary,Whitefield,Male,66,Male,60,None,Minor
Arson,Electronic City,Other,39,Male,55,None,Minor
Arson,Yelahanka,Other,40,Male,35,Fire,Fatal
Kidnapping,Electronic City,Other,58,Male,26,Knife,Minor
Fraud,Malleswaram,Female,37,Other,50,None,Fatal
Robbery,Whitefield,Female,60,Other,68,Blunt Object,Minor
Vandalism,Hebbal,Female,58,Other,35,Blunt Object,None
Kidnapping,Electronic City,Female,63,Female,30,Knife,Fatal
Embezzlement,Electronic City,Female,22,Female,28,None,Minor
Embezzlement,Indiranagar,Male,41,Male,31,None,Fatal
Arson,Whitefield,Male,61,Female,34,None,Fatal
Embezzlement,Electronic City,Female,52,Female,51,None,None
Assault,Hebbal,Other,49,Female,48,Gun,None
Fraud,Jayanagar,Male,35,Male,64,None,Minor
Vandalism,Jayanagar,Male,64,Other,47,Blunt Object,Fatal
Fraud,Indiranagar,Other,45,Male,42,None,Fatal
Theft,Malleswaram,Other,68,Other,58,None,Minor
Homicide,Malleswaram,Other,38,Male,37,Knife,None
Assault,Whitefield,Female,45,Other,27,Gun,Fatal
Homicide,Hebbal,Other,26,Other,44,Knife,None
Theft,Jayanagar,Male,60,Other,33,Knife,Minor
Arson,Hebbal,Other,66,Female,40,Fire,Fatal
Homicide,Malleswaram,Male,40,Other,33,Gun,None
Kidnapping,Electronic City,Female,39,Other,50,Gun,None
Theft,Indiranagar,Female,24,Male,51,Gun,Fatal
Vandalism,Hebbal,Male,35,Female,36,Spray Paint,None
Vandalism,Electronic City,Female,18,Female,38,Blunt Object,None
Homicide,Electronic City,Male,65,Male,28,Knife,Minor
Assault,Indiranagar,Other,35,Other,49,Knife,None
Kidnapping,Yelahanka,Other,56,Female,39,Gun,Minor
Fraud,Yelahanka,Male,27,Male,31,None,Fatal
Assault,Indiranagar,Other,33,Male,68,Knife,Minor
Robbery,Electronic City,Female,60,Female,53,Knife,Minor
Homicide,Indiranagar,Male,55,Female,56,Blunt Object,Fatal
Kidnapping,Whitefield,Other,45,Female,38,Gun,Fatal
Embezzlement,Malleswaram,Female,59,Male,50,None,Fatal
Homicide,Jayanagar,Other,18,Female,18,Knife,Minor
Embezzlement,Koramangala,Female,57,Female,50,None,None
Assault,Malleswaram,Female,62,Male,30,Fists,Minor
Theft,Hebbal,Female,23,Female,49,Gun,None
Fraud,Yelahanka,Female,31,Male,30,None,None
Fraud,Indiranagar,Other,68,Other,22,None,Fatal
Vandalism,Banashankari,Male,62,Other,30,None,Minor
Theft,Indiranagar,Other,20,Other,34,Gun,Minor
Kidnapping,Yelahanka,Female,66,Other,68,None,Minor
Vandalism,Koramangala,Other,20,Other,26,None,None
Vandalism,Hebbal,Female,20,Other,46,Spray Paint,Minor
Assault,Banashankari,Female,44,Male,60,Gun,Fatal
Embezzlement,Malleswaram,Other,70,Other,23,None,None
Arson,Jayanagar,Male,47,Male,52,Fire,Fatal
Vandalism,Whitefield,Male,29,Female,26,Blunt Object,None
Kidnapping,Koramangala,Other,64,Other,63,Knife,Minor
Robbery,Kamakshipalya,Other,47,Female,59,Gun,None
Kidnapping,Whitefield,Male,24,Other,70,Knife,Fatal
Arson,Kamakshipalya,Other,52,Female,18,Fire,None
Arson,Indiranagar,Other,55,Male,24,Fire,Minor
Fraud,Banashankari,Female,20,Female,43,None,Minor
Robbery,Banashankari,Other,27,Female,61,Gun,Fatal
Vandalism,Banashankari,Male,46,Female,44,Spray Paint,Fatal
Embezzlement,Malleswaram,Other,70,Female,65,None,None
Kidnapping,Electronic City,Male,40,Other,44,None,Minor
Kidnapping,Banashankari,Male,25,Female,55,Gun,Minor
Kidnapping,Electronic City,Male,69,Female,33,Gun,Fatal
Burglary,Whitefield,Female,54,Female,35,Knife,Fatal
Fraud,Indiranagar,Other,49,Male,30,None,Minor
Arson,Indiranagar,Female,62,Female,48,Fire,Minor
Robbery,Jayanagar,Other,22,Female,18,Gun,Minor
Embezzlement,Kamakshipalya,Female,20,Female,29,None,None
Assault,Koramangala,Other,67,Female,64,Knife,Fatal
Arson,Hebbal,Female,64,Female,53,Fire,None
Embezzlement,Whitefield,Male,70,Other,65,None,Minor
Kidnapping,Electronic City,Male,33,Female,44,Gun,None
Robbery,Electronic City,Other,21,Female,22,Knife,Fatal
Robbery,Yelahanka,Other,58,Female,48,Blunt Object,None
Vandalism,Kamakshipalya,Female,36,Other,48,Spray Paint,Minor
Arson,Kamakshipalya,Female,20,Male,65,None,Minor
Arson,Banashankari,Male,44,Male,59,Fire,Minor
Embezzlement,Hebbal,Other,21,Other,48,None,Minor
Burglary,Yelahanka,Other,28,Male,60,Gun,None
Theft,Jayanagar,Male,44,Other,30,Gun,Minor
Fraud,Koramangala,Other,39,Female,27,None,None
Arson,Yelahanka,Male,26,Other,69,None,None
Homicide,Malleswaram,Other,30,Other,65,Blunt Object,Minor
Vandalism,Koramangala,Other,28,Male,36,Blunt Object,None
Fraud,Jayanagar,Male,37,Female,37,None,Minor
Homicide,Indiranagar,Female,65,Other,18,Knife,Minor
Homicide,Hebbal,Female,34,Male,26,Gun,Fatal
Kidnapping,Banashankari,Female,67,Female,63,Knife,None
Embezzlement,Whitefield,Other,53,Female,43,None,Fatal
Fraud,Yelahanka,Other,50,Other,60,None,None
Arson,Electronic City,Other,29,Other,31,Fire,Fatal
Arson,Banashankari,Female,59,Female,38,Fire,Minor
Assault,Hebbal,Female,45,Male,23,Knife,Fatal
Vandalism,Yelahanka,Female,44,Male,36,Blunt Object,None
Kidnapping,Electronic City,Other,52,Male,30,Knife,Minor
Robbery,Banashankari,Female,58,Female,32,Gun,None
Assault,Indiranagar,Male,29,Other,26,Gun,Fatal
Robbery,Malleswaram,Female,34,Male,23,Gun,Minor
Fraud,Electronic City,Other,36,Male,23,None,Fatal
Burglary,Electronic City,Female,62,Female,18,Gun,Minor
Vandalism,Hebbal,Other,56,Female,70,None,Fatal
Assault,Kamakshipalya,Other,68,Other,57,Fists,None
Theft,Malleswaram,Male,42,Male,55,Gun,None
Homicide,Electronic City,Male,59,Female,69,Gun,Minor
Kidnapping,Hebbal,Female,40,Female,49,Knife,Minor
Fraud,Koramangala,Male,40,Other,44,None,None
Burglary,Yelahanka,Female,68,Other,33,None,Fatal
Theft,Jayanagar,Female,55,Male,59,None,Fatal
Burglary,Jayanagar,Male,19,Male,21,None,Minor
Fraud,Jayanagar,Female,21,Male,37,None,None
Assault,Koramangala,Female,35,Male,39,Knife,Fatal
Vandalism,Whitefield,Female,47,Male,36,Blunt Object,Minor
Robbery,Malleswaram,Female,48,Other,58,Blunt Object,Fatal
Theft,Jayanagar,Other,50,Male,31,Knife,Minor
Embezzlement,Koramangala,Male,62,Male,69,None,Minor
Theft,Kamakshipalya,Other,53,Other,69,Knife,Minor
Robbery,Jayanagar,Other,63,Male,59,Knife,None
Burglary,Malleswaram,Other,47,Other,54,None,Minor
Robbery,Yelahanka,Male,37,Male,45,Knife,Minor
Arson,Indiranagar,Male,67,Female,47,None,Fatal
Fraud,Yelahanka,Male,59,Other,31,None,None
Vandalism,Malleswaram,Male,50,Male,61,Spray Paint,Minor
Vandalism,Whitefield,Other,43,Other,35,Spray Paint,Fatal
Burglary,Electronic City,Female,35,Male,70,None,Fatal
Vandalism,Jayanagar,Female,24,Other,37,Blunt Object,Minor
Burglary,Banashankari,Other,33,Female,37,Knife,None
Embezzlement,Electronic City,Female,54,Male,62,None,Fatal
Robbery,Malleswaram,Other,39,Female,33,Blunt Object,Minor
Theft,Yelahanka,Female,22,Female,41,None,Fatal
Vandalism,Banashankari,Male,51,Female,19,Blunt Object,Fatal
Kidnapping,Jayanagar,Male,35,Male,35,None,None
Vandalism,Electronic City,Female,69,Other,27,Blunt Object,None
Arson,Jayanagar,Male,30,Male,21,Fire,None
Vandalism,Koramangala,Female,19,Male,23,None,None
Assault,Koramangala,Female,62,Male,27,Knife,Minor
Fraud,Banashankari,Other,37,Male,22,None,None
Homicide,Koramangala,Other,67,Male,42,Gun,None
Robbery,Whitefield,Male,48,Female,28,Blunt Object,None
Kidnapping,Indiranagar,Male,20,Female,46,Gun,Fatal
Vandalism,Electronic City,Male,26,Other,54,Spray Paint,Fatal
Assault,Koramangala,Male,46,Other,44,Gun,Minor
Vandalism,Kamakshipalya,Other,28,Female,64,None,None
Assault,Kamakshipalya,Female,41,Other,31,Gun,Minor
Vandalism,Malleswaram,Other,55,Other,52,Spray Paint,Minor
Assault,Jayanagar,Male,41,Male,52,Knife,Minor
Embezzlement,Kamakshipalya,Female,30,Female,19,None,Fatal
Embezzlement,Koramangala,Male,18,Other,62,None,Minor
Kidnapping,Electronic City,Male,30,Female,37,None,None
Assault,Jayanagar,Other,64,Female,36,Knife,Minor
Assault,Banashankari,Female,20,Male,38,Fists,Fatal
Theft,Kamakshipalya,Other,58,Female,22,Gun,None
Fraud,Koramangala,Male,43,Female,50,None,Fatal
Arson,Yelahanka,Other,53,Other,68,Fire,None
Embezzlement,Jayanagar,Male,42,Male,52,None,None
Robbery,Jayanagar,Male,30,Other,50,Gun,Minor
Embezzlement,Kamakshipalya,Female,41,Male,22,None,Minor
Theft,Hebbal,Female,37,Female,54,None,None
Arson,Indiranagar,Female,29,Male,41,None,Minor
Assault,Whitefield,Male,28,Other,31,Knife,Fatal
Theft,Electronic City,Other,26,Female,53,None,Minor
Theft,Banashankari,Male,41,Female,43,Gun,Fatal
Robbery,Koramangala,Female,37,Other,29,Knife,None
Robbery,Yelahanka,Male,18,Male,52,Knife,None
Vandalism,Hebbal,Male,28,Other,44,Blunt Object,Fatal
Robbery,Jayanagar,Female,39,Female,31,Knife,Minor
Assault,Indiranagar,Male,62,Male,44,Knife,Fatal
Robbery,Koramangala,Other,63,Other,37,Blunt Object,Fatal
Fraud,Banashankari,Male,30,Female,69,None,Fatal
Homicide,Hebbal,Other,60,Male,47,Knife,Fatal
Theft,Whitefield,Male,39,Male,23,Knife,None
Assault,Indiranagar,Male,44,Female,42,Knife,None
Vandalism,Jayanagar,Female,29,Other,49,Blunt Object,None
Robbery,Whitefield,Other,54,Female,21,Gun,Fatal
Kidnapping,Yelahanka,Male,28,Other,54,Gun,None
Burglary,Electronic City,Female,18,Male,57,Knife,Minor
Robbery,Malleswaram,Female,67,Female,69,Gun,None
Vandalism,Electronic City,Female,64,Other,33,Blunt Object,Minor
Homicide,Indiranagar,Other,65,Other,32,Knife,Fatal
Burglary,Malleswaram,Male,42,Other,47,Knife,Minor
Assault,Indiranagar,Other,19,Male,46,Gun,Fatal
Kidnapping,Electronic City,Female,70,Male,26,None,Fatal
Assault,Koramangala,Male,50,Male,64,Fists,Fatal
Embezzlement,Electronic City,Other,62,Other,55,None,Fatal
Vandalism,Kamakshipalya,Female,57,Male,59,Spray Paint,Fatal
Kidnapping,Banashankari,Other,67,Other,52,None,None
Fraud,Whitefield,Male,66,Male,43,None,None
Assault,Koramangala,Male,44,Female,52,Fists,Minor
Burglary,Jayanagar,Female,36,Female,59,Gun,None
Robbery,Hebbal,Other,54,Other,24,Gun,Minor
Homicide,Yelahanka,Other,52,Female,51,Gun,Fatal
Kidnapping,Jayanagar,Male,58,Male,45,Gun,Minor
Fraud,Yelahanka,Male,24,Other,59,None,None
Homicide,Koramangala,Other,62,Male,35,Gun,None
Theft,Yelahanka,Female,46,Male,43,Gun,Minor
Embezzlement,Banashankari,Other,38,Male,55,None,Fatal
Assault,Jayanagar,Male,60,Male,68,Knife,Fatal
Kidnapping,Jayanagar,Male,33,Female,39,Knife,Fatal
Burglary,Indiranagar,Male,65,Other,51,None,Minor
Arson,Koramangala,Other,46,Male,68,Fire,Fatal
Homicide,Yelahanka,Female,44,Male,18,Blunt Object,Fatal
Embezzlement,Jayanagar,Male,70,Male,41,None,Fatal
Theft,Jayanagar,Female,41,Male,28,None,Minor
Kidnapping,Kamakshipalya,Other,62,Female,24,Gun,None
Assault,Jayanagar,Other,50,Other,18,Gun,Minor
Robbery,Kamakshipalya,Male,53,Male,56,Knife,None
Vandalism,Jayanagar,Female,18,Male,23,None,None
Theft,Malleswaram,Female,66,Female,63,Gun,Fatal
Robbery,Koramangala,Male,51,Male,28,Knife,None
Kidnapping,Malleswaram,Other,38,Other,26,Gun,Fatal
Robbery,Whitefield,Male,19,Other,62,Blunt Object,Minor
